Name;"METEO - Air Temperature"
AKS;METEO:197:TT
Einheit;°C
"05.0504.26 01:00";7.8
"05.0504.26 02:00";7.4
"05.0504.26 03:00";7.8
"05.0504.26 04:00";7.3
"05.0504.26 05:00";7.0
"05.0504.26 06:00";6.8
"05.0504.26 07:00";6.5
"05.0504.26 08:00";6.9
"05.0504.26 09:00";9.0
"05.0504.26 10:00";11.4
"05.0504.26 11:00";13.7
"05.0504.26 12:00";17.3
"05.0504.26 13:00";18.7
"05.0504.26 14:00";19.6
"05.0504.26 15:00";21.5
"05.0504.26 16:00";22.2
"05.0504.26 17:00";22.2
"05.0504.26 18:00";21.8
"05.0504.26 19:00";20.8
"05.0504.26 20:00";18.9
"05.0504.26 21:00";15.7
"05.0504.26 22:00";14.5
"05.0504.26 23:00";13.6
"06.0604.26 00:00";14.0
"06.0604.26 01:00";13.2
"06.0604.26 02:00";12.5
"06.0604.26 03:00";10.6
"06.0604.26 04:00";10.1
"06.0604.26 05:00";9.6
"06.0604.26 06:00";8.8
"06.0604.26 07:00";8.5
"06.0604.26 08:00";8.3
"06.0604.26 09:00";9.1
"06.0604.26 10:00";11.2
"06.0604.26 11:00";12.3
"06.0604.26 12:00";13.7
"06.0604.26 13:00";16.8
"06.0604.26 14:00";17.1
"06.0604.26 15:00";18.0
"06.0604.26 16:00";18.4
"06.0604.26 17:00";18.7
"06.0604.26 18:00";18.6
"06.0604.26 19:00";18.5
"06.0604.26 20:00";16.6
"06.0604.26 21:00";14.5
"06.0604.26 22:00";13.4
"06.0604.26 23:00";12.3
"07.0704.26 00:00";11.2
"07.0704.26 01:00";9.8
"07.0704.26 02:00";9.0
"07.0704.26 03:00";8.4
"07.0704.26 04:00";6.2
"07.0704.26 05:00";5.8
"07.0704.26 06:00";5.3
"07.0704.26 07:00";4.2
"07.0704.26 08:00";5.5
"07.0704.26 09:00";7.1
"07.0704.26 10:00";11.4
"07.0704.26 11:00";12.8
"07.0704.26 12:00";14.6
"07.0704.26 13:00";16.8
"07.0704.26 14:00";18.0
"07.0704.26 15:00";19.2
"07.0704.26 16:00";21.4
"07.0704.26 17:00";21.7
"07.0704.26 18:00";21.6
"07.0704.26 19:00";21.0
"07.0704.26 20:00";18.5
"07.0704.26 21:00";16.5
"07.0704.26 22:00";14.5
"07.0704.26 23:00";13.4
"08.0804.26 00:00";12.6
"08.0804.26 01:00";10.7
"08.0804.26 02:00";10.3
"08.0804.26 03:00";9.8
"08.0804.26 04:00";8.9
"08.0804.26 05:00";8.3
"08.0804.26 06:00";7.8
"08.0804.26 07:00";5.9
"08.0804.26 08:00";6.2
"08.0804.26 09:00";8.2
"08.0804.26 10:00";12.6
"08.0804.26 11:00";13.6
"08.0804.26 12:00";15.1
"08.0804.26 13:00";16.6
"08.0804.26 14:00";17.9
"08.0804.26 15:00";19.0
"08.0804.26 16:00";21.4
"08.0804.26 17:00";21.8
"08.0804.26 18:00";21.7
"08.0804.26 19:00";20.4
"08.0804.26 20:00";18.3
"08.0804.26 21:00";16.3
"08.0804.26 22:00";15.0
"08.0804.26 23:00";13.7
"09.0904.26 00:00";12.3
"09.0904.26 01:00";11.3
"09.0904.26 02:00";10.1
"09.0904.26 03:00";9.3
"09.0904.26 04:00";8.4
"09.0904.26 05:00";5.3
"09.0904.26 06:00";4.7
"09.0904.26 07:00";4.7
"09.0904.26 08:00";5.9
"09.0904.26 09:00";7.9
"09.0904.26 10:00";10.3
"09.0904.26 11:00";13.3
"09.0904.26 12:00";15.2
"09.0904.26 13:00";17.0
"09.0904.26 14:00";19.0
"09.0904.26 15:00";20.2
"09.0904.26 16:00";21.1
"09.0904.26 17:00";22.2
"09.0904.26 18:00";22.3
"09.0904.26 19:00";21.5
"09.0904.26 20:00";20.0
"09.0904.26 21:00";17.5
"09.0904.26 22:00";15.4
"09.0904.26 23:00";13.5
"10.1004.26 00:00";12.7
"10.1004.26 01:00";11.9
"10.1004.26 02:00";10.2
"10.1004.26 03:00";9.8
"10.1004.26 04:00";9.7
"10.1004.26 05:00";8.6
"10.1004.26 06:00";8.3
"10.1004.26 07:00";8.6
"10.1004.26 08:00";8.9
"10.1004.26 09:00";10.3
"10.1004.26 10:00";11.2
"10.1004.26 11:00";12.2
"10.1004.26 12:00";14.6
"10.1004.26 13:00";15.1
"10.1004.26 14:00";15.0
"10.1004.26 15:00";14.3
"10.1004.26 16:00";14.4
"10.1004.26 17:00";14.6
"10.1004.26 18:00";15.0
"10.1004.26 19:00";14.8
"10.1004.26 20:00";14.0
"10.1004.26 21:00";12.2
"10.1004.26 22:00";11.3
"10.1004.26 23:00";10.7
"11.1104.26 00:00";9.7
"11.1104.26 01:00";9.3
"11.1104.26 02:00";9.0
"11.1104.26 03:00";7.6
"11.1104.26 04:00";7.3
"11.1104.26 05:00";7.2
"11.1104.26 06:00";8.6
"11.1104.26 07:00";8.3
"11.1104.26 08:00";8.2
"11.1104.26 09:00";10.7
"11.1104.26 10:00";11.9
"11.1104.26 11:00";12.9
"11.1104.26 12:00";15.0
"11.1104.26 13:00";16.8
"11.1104.26 14:00";18.4
"11.1104.26 15:00";20.2
"11.1104.26 16:00";21.1
"11.1104.26 17:00";21.5
"11.1104.26 18:00";22.1
"11.1104.26 19:00";21.1
"11.1104.26 20:00";19.0
"11.1104.26 21:00";14.4
"11.1104.26 22:00";13.8
"11.1104.26 23:00";13.3
"12.1204.26 00:00";12.9
"12.1204.26 01:00";12.6
"12.1204.26 02:00";12.3
"12.1204.26 03:00";12.4
"12.1204.26 04:00";12.0
"12.1204.26 05:00";11.6
"12.1204.26 06:00";10.3
"12.1204.26 07:00";9.9
"12.1204.26 08:00";9.3
"12.1204.26 09:00";9.7
"12.1204.26 10:00";9.4
"12.1204.26 11:00";9.1
"12.1204.26 12:00";9.9
"12.1204.26 13:00";10.1
"12.1204.26 14:00";10.2
"12.1204.26 15:00";10.4
"12.1204.26 16:00";10.1
"12.1204.26 17:00";10.0
"12.1204.26 18:00";9.8
"12.1204.26 19:00";8.6
"12.1204.26 20:00";8.5
"12.1204.26 21:00";8.0
"12.1204.26 22:00";7.7
"12.1204.26 23:00";7.6
"13.1304.26 00:00";7.5
"13.1304.26 01:00";7.6
"13.1304.26 02:00";7.4
"13.1304.26 03:00";7.2
"13.1304.26 04:00";7.6
"13.1304.26 05:00";7.5
"13.1304.26 06:00";7.3
"13.1304.26 07:00";7.1
"13.1304.26 08:00";7.1
"13.1304.26 09:00";7.3
"13.1304.26 10:00";7.4
"13.1304.26 11:00";8.2
"13.1304.26 12:00";8.7
"13.1304.26 13:00";9.1
"13.1304.26 14:00";9.3
"13.1304.26 15:00";9.6
"13.1304.26 16:00";9.7
"13.1304.26 17:00";9.8
"13.1304.26 18:00";9.5
"13.1304.26 19:00";9.2
"13.1304.26 20:00";7.8
"13.1304.26 21:00";7.6
"13.1304.26 22:00";7.4
"13.1304.26 23:00";6.7
"14.1404.26 00:00";6.4
"14.1404.26 01:00";6.5
"14.1404.26 02:00";6.1
"14.1404.26 03:00";5.9
"14.1404.26 04:00";5.9
"14.1404.26 05:00";6.0
"14.1404.26 06:00";6.0
"14.1404.26 07:00";6.0
"14.1404.26 08:00";6.1
"14.1404.26 09:00";6.3
"14.1404.26 10:00";6.7
"14.1404.26 11:00";6.8
"14.1404.26 12:00";7.5
"14.1404.26 13:00";8.1
"14.1404.26 14:00";8.7
"14.1404.26 15:00";9.0
"14.1404.26 16:00";9.3
"14.1404.26 17:00";9.5
"14.1404.26 18:00";9.6
"14.1404.26 19:00";9.5
"14.1404.26 20:00";9.2
"14.1404.26 21:00";8.8
"14.1404.26 22:00";8.1
"14.1404.26 23:00";7.6
"15.1504.26 00:00";7.3
"15.1504.26 01:00";7.2
"15.1504.26 02:00";7.1
"15.1504.26 03:00";6.8
"15.1504.26 04:00";6.6
"15.1504.26 05:00";6.4
"15.1504.26 06:00";6.1
"15.1504.26 07:00";5.9
